BUS_ID,Unnamed: 0,TYPE,PD,QD,GS,BS,AREA,VM,VA,BASEKV,ZONE,VMAX,VMIN,LAM_P,LAMQ,MU_VMAX,MU_VMIN,BUS_NAME,BUS_LOCATION,VOLL
bus5083,647,1,0,0,0,0,5,1.0091,-63.68,500,16,1.1,0.9,135.4,14.73,0,0,MCKINNEY 3 0,MCKINNEY  ,13540
bus5084,648,1,224.2,63.52,0,0,5,0.99438,-67.977,161,16,1.1,0.9,203.38,34.97,0,0,MCKINNEY 3 1,MCKINNEY  ,20338
bus5085,649,1,51.3,14.54,0,0,5,0.98811,-69.838,161,17,1.1,0.9,383.38,37.47,0,0,DALLAS 38 0,DALLAS  ,38338
bus5086,650,1,92.04,26.08,0,0,5,0.98891,-69.241,161,17,1.1,0.9,240.93,16.5,0,0,ARLINGTON 9 0,ARLINGTON  ,24093
bus5087,651,1,4.13,1.17,0,0,5,0.99066,-63.829,161,14,1.1,0.9,215.63,23.99,0,0,MILFORD 0,MILFORD ,21563
bus5088,652,1,0,0,0,0,5,0.99745,-59.156,161,18,1.1,0.9,92.15,13.77,0,0,CLIFTON 1 0,CLIFTON  ,9215
bus5089,653,2,0,0,0,0,5,0.99745,-59.156,13.8,18,1.1,0.9,92.15,13.77,0,0,CLIFTON 1 1,CLIFTON  ,9215
bus5090,654,1,108.74,30.81,0,175,5,0.99722,-71.064,161,16,1.1,0.9,452.38,28.03,0,0,DALLAS 15 0,DALLAS  ,45238
bus5091,655,1,5.33,1.51,0,0,5,0.99061,-63.23,161,14,1.1,0.9,182.48,26.55,0,0,FROST 0,FROST ,18248
bus5092,656,1,17.62,4.99,0,0,5,0.99243,-67.147,161,14,1.1,0.9,932.02,-99.38,0,0,GRANDVIEW 0,GRANDVIEW ,93202
bus5093,657,1,47.98,13.6,0,215,5,1.0056,-67.67,161,17,1.1,0.9,258.88,-129.6,0,0,HASLET 0,HASLET ,25888
bus5094,658,1,2.66,0.75,0,0,5,1.0074,-61.043,161,14,1.1,0.9,44.54,0.48,0,0,BARDWELL 0,BARDWELL ,4454
bus5095,659,1,32.24,9.14,0,0,5,1.0022,-69.576,161,17,1.1,0.9,277.4,8.92,0,0,LAKE DALLAS 0,LAKE DALLAS ,27740
bus5096,660,1,61.74,17.49,0,0,5,0.99608,-68.67,161,16,1.1,0.9,267.74,41.33,0,0,PLANO 1 0,PLANO  ,26774
bus5097,661,1,82.57,23.4,0,0,5,0.99789,-68.007,161,17,1.1,0.9,206.33,27.49,0,0,EULESS 2 0,EULESS  ,20633
bus5098,662,1,156.22,44.26,0,250,5,1.0115,-68.853,161,17,1.1,0.9,784.12,-118.45,0,0,FORT WORTH 24 0,FORT WORTH  ,78412
bus5099,663,1,67.63,19.16,0,162.79,5,1.02,-69.846,161,17,1.1,0.9,304.17,0,0,0,FLOWER MOUND 2 0,FLOWER MOUND  ,30417
bus5100,664,1,22.45,6.36,0,0,5,0.99581,-69.429,161,16,1.1,0.9,846.27,6.2,0,0,DALLAS 11 0,DALLAS  ,84627
bus5101,665,1,22.63,6.41,0,0,5,1.0145,-52.697,161,15,1.1,0.9,34.56,0.35,0,0,COMANCHE 0,COMANCHE ,3456
bus5102,666,1,0,0,0,0,5,1.0044,-64.723,500,16,1.1,0.9,110.61,8.95,0,0,RICHARDSON 2 0,RICHARDSON  ,11061
bus5103,667,1,234.49,66.44,0,0,5,0.99481,-69.01,161,16,1.1,0.9,226.42,36.79,0,0,RICHARDSON 2 1,RICHARDSON  ,22642
bus5104,668,1,79.02,22.39,0,0,5,0.98893,-67.21,161,17,1.1,0.9,174.28,13.64,0,0,FORT WORTH 8 0,FORT WORTH  ,17428
bus5105,669,1,105.27,29.83,0,0,5,0.99418,-70.711,161,17,1.1,0.9,273.99,22.22,0,0,IRVING 1 0,IRVING  ,27399
bus5106,670,2,0,0,0,0,5,0.99418,-70.711,13.8,17,1.1,0.9,273.99,22.22,0,0,IRVING 1 1,IRVING  ,27399
bus5107,671,2,0,0,0,0,5,0.99418,-70.711,13.8,17,1.1,0.9,273.99,22.22,0,0,IRVING 1 2,IRVING  ,27399
bus5108,672,1,40.12,11.37,0,437.23,5,1.011,-68.307,161,17,1.1,0.9,228.2,31.76,0,0,DALLAS 44 0,DALLAS  ,22820
bus5109,673,1,53.98,15.29,0,0,5,0.98547,-69.201,161,16,1.1,0.9,532.18,40.67,0,0,LANCASTER 1 0,LANCASTER  ,53218
bus5110,674,1,3.44,0.97,0,0,5,0.98804,-54.507,161,12,1.1,0.9,44.66,3.37,0,0,PALO PINTO 2 0,PALO PINTO  ,4466
bus5111,675,1,37.24,10.55,0,0,5,0.99345,-71.109,161,16,1.1,0.9,322.22,37.06,0,0,ADDISON 0,ADDISON ,32222
bus5112,676,1,14.25,4.04,0,0,5,1.0092,-56.071,161,18,1.1,0.9,40.27,2.41,0,0,HICO 0,HICO ,4027
bus5113,677,1,21.58,6.11,0,0,5,0.99866,-67.756,161,17,1.1,0.9,567.92,-47.34,0,0,KRUM 0,KRUM ,56792
bus5114,678,1,56.95,16.13,0,0,5,0.98997,-69.181,161,16,1.1,0.9,262.98,25.93,0,0,KAUFMAN 0,KAUFMAN ,26298
bus5115,679,1,17.73,5.02,0,0,5,1.0106,-67.204,161,16,1.1,0.9,220.04,35.68,0,0,CADDO MILLS 0,CADDO MILLS ,22004
bus5116,680,1,141.56,40.11,0,0,5,0.99253,-70.5,161,16,1.1,0.9,263.8,36.02,0,0,PLANO 7 0,PLANO  ,26380
bus5117,681,1,128.28,36.35,0,0,5,0.98455,-69.211,161,17,1.1,0.9,214.2,13.05,0,0,FORT WORTH 5 0,FORT WORTH  ,21420
bus5118,682,1,8.65,2.45,0,0,5,1.0054,-44.907,161,15,1.1,0.9,27.22,2.67,0,0,BAIRD 0,BAIRD ,2722
bus5119,683,1,4.4,1.25,0,0,5,1.0008,-56.264,161,12,1.1,0.9,-126.25,-33.07,0,0,PERRIN 0,PERRIN ,100
bus5120,684,1,0,0,0,0,5,1.0237,-46.788,500,15,1.1,0.9,31.57,-7.16,0,0,BROWNWOOD 0,BROWNWOOD ,3157
bus5121,685,1,76.66,21.72,0,30,5,1.0191,-47.41,161,15,1.1,0.9,33.58,-6.33,0,0,BROWNWOOD 1,BROWNWOOD ,3358
bus5122,686,1,65,18.42,0,0,5,0.99312,-70.817,161,16,1.1,0.9,403.83,37.53,0,0,DALLAS 6 0,DALLAS  ,40383
bus5123,687,1,0,0,0,0,5,1.0053,-52.824,161,13,1.1,0.9,91.91,14.01,0,0,MARLIN 0,MARLIN ,9191
bus5124,688,1,26.69,7.56,0,0,5,1.0023,-51.872,115,13,1.1,0.9,93.42,16.83,0,0,MARLIN 1,MARLIN ,9342
bus5125,689,1,67.92,19.24,0,0,5,0.99889,-67.35,161,17,1.1,0.9,191.72,25.96,0,0,ARLINGTON 6 0,ARLINGTON  ,19172
bus5126,690,1,173.21,49.08,0,0,5,0.98785,-71.358,161,16,1.1,0.9,422.81,36.18,0,0,DALLAS 8 0,DALLAS  ,42281
bus5127,691,1,3.89,1.1,0,0,5,1.0106,-56.343,161,18,1.1,0.9,43.4,2.92,0,0,JONESBORO 0,JONESBORO ,4340
bus5128,692,1,90.51,25.65,0,0,5,0.99099,-70.589,161,16,1.1,0.9,434.52,32.49,0,0,DALLAS 33 0,DALLAS  ,43452
bus5129,693,1,14.89,4.22,0,0,5,1.0222,-51.179,161,18,1.1,0.9,33.65,-0.7,0,0,GOLDTHWAITE 2 0,GOLDTHWAITE  ,3365
bus5130,694,1,99.79,28.27,0,0,5,0.99053,-69.55,161,16,1.1,0.9,233.64,37.55,0,0,PLANO 5 0,PLANO  ,23364
bus5131,695,1,0,0,0,0,5,1.0207,-50.671,500,13,1.1,0.9,32.16,0.17,0,0,BELTON 0,BELTON ,3216
bus5132,696,1,102.52,29.05,0,0,5,1.013,-52.903,161,13,1.1,0.9,35.68,1.35,0,0,BELTON 1,BELTON ,3568
bus5133,697,1,12.16,3.45,0,0,5,1.0084,-55.652,161,18,1.1,0.9,40.44,1.97,0,0,TOLAR 0,TOLAR ,4044
bus5134,698,1,26.98,7.64,0,0,5,1.0014,-47.732,161,15,1.1,0.9,13.57,11.8,0,0,BRECKENRIDGE 0,BRECKENRIDGE ,1357
bus5135,699,1,27.59,7.82,0,0,5,1.0116,-52.921,161,15,1.1,0.9,36.79,3.64,0,0,EASTLAND 0,EASTLAND ,3679
bus5136,700,1,11.94,3.38,0,0,5,0.994,-63.066,161,16,1.1,0.9,156.82,21.23,0,0,COOPER 0,COOPER ,15682
bus5137,701,1,0,0,0,0,5,1.0157,-54.22,500,13,1.1,0.9,31.6,-0.63,0,0,WACO 1 0,WACO  ,3160
bus5138,702,1,105.04,29.76,0,0,5,1.0131,-55.523,161,13,1.1,0.9,33.65,0.46,0,0,WACO 1 1,WACO  ,3365
bus5139,703,1,86.38,24.47,0,270,5,1.0076,-71.896,161,16,1.1,0.9,306.29,29.99,0,0,DALLAS 42 0,DALLAS  ,30629
bus5140,704,1,8.65,2.45,0,0,5,1.0008,-56.347,161,13,1.1,0.9,38.05,1.77,0,0,GATESVILLE 1 0,GATESVILLE  ,3805
bus5141,705,1,45.38,12.86,0,0,5,0.99516,-67.006,161,16,1.1,0.9,188.27,30.23,0,0,ANNA 0,ANNA ,18827
bus5142,706,1,15.53,4.4,0,0,5,0.9979,-56.118,161,13,1.1,0.9,41.24,2.82,0,0,MOODY 0,MOODY ,4124
bus5143,707,1,87.45,24.78,0,0,5,0.99844,-67.181,161,17,1.1,0.9,185.48,23.91,0,0,FORT WORTH 2 0,FORT WORTH  ,18548
bus5144,708,1,73.43,20.8,0,0,5,1.0034,-56.489,161,13,1.1,0.9,40.58,3.33,0,0,WACO 6 0,WACO  ,4058
bus5145,709,1,117.86,33.39,0,0,5,0.9961,-68.836,161,17,1.1,0.9,237.95,34.34,0,0,GRAND PRAIRIE 1 0,GRAND PRAIRIE  ,23795
bus5146,710,1,90.75,25.71,0,0,5,0.99179,-69.313,161,16,1.1,0.9,333.18,44.78,0,0,ROWLETT 2 0,ROWLETT  ,33318
bus5147,711,1,108.12,30.63,0,0,5,0.98812,-70.865,161,16,1.1,0.9,261.4,37.07,0,0,PLANO 6 0,PLANO  ,26140
bus5148,712,1,83.41,23.63,0,0,5,0.98938,-70.872,161,17,1.1,0.9,279.7,27.86,0,0,IRVING 5 0,IRVING  ,27970
bus5149,713,1,91.45,25.91,0,0,5,0.98807,-71.259,161,16,1.1,0.9,442.64,31.7,0,0,DALLAS 7 0,DALLAS  ,44264
bus5150,714,1,4.11,1.17,0,0,5,0.99901,-54.803,161,12,1.1,0.9,22.33,-7.82,0,0,BRYSON 2 0,BRYSON  ,2233
bus5151,715,1,5.33,1.51,0,0,5,1.0079,-57.796,161,18,1.1,0.9,57.67,6.09,0,0,MORGAN 0,MORGAN ,5767
bus5152,716,1,60.98,17.28,0,0,5,0.99024,-69.941,161,16,1.1,0.9,387.71,43.95,0,0,SACHSE 0,SACHSE ,38771
bus5153,717,1,15.98,4.53,0,0,5,0.99704,-60.568,161,12,1.1,0.9,-572.18,-38.95,0,0,PARADISE 0,PARADISE ,100
bus5154,718,1,15.58,4.41,0,0,5,1.0004,-58.563,161,18,1.1,0.9,74.68,9.6,0,0,RIO VISTA 0,RIO VISTA ,7468
bus5155,719,1,3.71,1.05,0,0,5,1.0049,-50.003,161,12,1.1,0.9,23.7,8.82,0,0,STRAWN 0,STRAWN ,2370
bus5156,720,1,6.22,1.76,0,0,5,1.0158,-50.177,161,15,1.1,0.9,31.88,0.78,0,0,May-00,May-,3188
bus5157,721,1,146.63,41.55,0,0,5,0.98536,-69.514,161,17,1.1,0.9,363.96,37.87,0,0,DESOTO 0,DESOTO ,36396
bus5158,722,1,168.19,47.66,0,0,5,1.0115,-69.736,161,16,1.1,0.9,980.15,1.33,0,0,MESQUITE 2 0,MESQUITE  ,98015
bus5159,723,1,14.54,4.12,0,0,5,1.005,-53.299,161,13,1.1,0.9,91.04,12.71,0,0,ROSEBUD 0,ROSEBUD ,9104
bus5160,724,1,59.35,16.81,0,0,5,0.99338,-66.071,161,17,1.1,0.9,307.42,15.35,0,0,DENTON 2 0,DENTON  ,30742
bus5161,725,1,199.65,56.57,0,210,5,1.0114,-71.192,161,16,1.1,0.9,662.23,11.52,0,0,DALLAS 4 0,DALLAS  ,66223
bus5162,726,1,6.69,1.9,0,0,5,0.99565,-58.514,161,14,1.1,0.9,73.96,12.27,0,0,AXTELL 0,AXTELL ,7396
bus5163,727,1,15.15,4.29,0,0,5,1.0085,-54.143,161,13,1.1,0.9,39.67,1.79,0,0,NOLANVILLE 0,NOLANVILLE ,3967
bus5164,728,1,0,0,0,0,5,1.0029,-62.327,500,17,1.1,0.9,117.35,15.02,0,0,DENTON 1 0,DENTON  ,11735
bus5165,729,1,55.53,15.73,0,0,5,0.99757,-65.367,161,17,1.1,0.9,309.68,14.19,0,0,DENTON 1 1,DENTON  ,30968
bus5166,730,2,0,0,0,0,5,1.0201,-60.422,13.8,17,1.1,0.9,116.24,14.51,0,0,DENTON 1 2,DENTON  ,11624
bus5167,731,2,0,0,0,0,5,1.0037,-62.245,13.8,17,1.1,0.9,117.3,15,0,0,DENTON 1 3,DENTON  ,11730
bus5168,732,1,125.67,35.61,0,0,5,0.98986,-71.76,161,16,1.1,0.9,368.7,26.9,0,0,DALLAS 39 0,DALLAS  ,36870
bus5169,733,1,0,0,0,0,5,1.0136,-52.933,161,15,1.1,0.9,38.87,2.15,0,0,DUBLIN 1 0,DUBLIN  ,3887
bus5170,734,2,0,0,0,0,5,1.0084,-51.265,18,15,1.1,0.9,38.69,2.19,0,0,DUBLIN 1 1,DUBLIN  ,3869
bus5171,735,1,1.06,0.3,0,0,5,0.99149,-62.445,161,14,1.1,0.9,164.32,25.19,0,0,MERTENS 0,MERTENS ,16432
bus5172,736,1,74.24,21.03,0,200,5,1.0172,-65.267,161,12,1.1,0.9,123.43,5.52,0,0,WEATHERFORD 1 0,WEATHERFORD  ,12343
bus5173,737,1,136.36,38.63,0,0,5,0.98855,-69.795,161,16,1.1,0.9,239.05,37.95,0,0,PLANO 3 0,PLANO  ,23905
bus5174,738,1,4.32,1.22,0,0,5,0.9928,-61.393,161,14,1.1,0.9,140.42,22.78,0,0,MALONE 0,MALONE ,14042
bus5175,739,1,118.67,33.62,0,0,5,0.99522,-66.653,161,17,1.1,0.9,313.99,14.47,0,0,DENTON 3 0,DENTON  ,31399
bus5176,740,1,7.3,2.07,0,0,5,0.99349,-52.676,161,12,1.1,0.9,38.79,2.42,0,0,GRAFORD 0,GRAFORD ,3879
bus5177,741,1,91.38,25.89,0,0,5,0.98783,-68.999,161,17,1.1,0.9,312.66,7.41,0,0,ARLINGTON 8 0,ARLINGTON  ,31266
bus5178,742,1,83.96,23.79,0,0,5,0.99065,-70.185,161,16,1.1,0.9,399.21,48.07,0,0,ROCKWALL 1 0,ROCKWALL  ,39921
bus5179,743,1,0,0,0,0,5,1.0153,-57.726,500,14,1.1,0.9,29.34,-5.94,0,0,CORSICANA 2 0,CORSICANA  ,2934
bus5180,744,1,88.36,25.04,0,0,5,1.0109,-59.233,161,14,1.1,0.9,33.32,-3.6,0,0,CORSICANA 2 1,CORSICANA  ,3332
bus5181,745,1,178.22,50.5,0,0,5,0.99017,-70.639,161,16,1.1,0.9,468.05,40.3,0,0,GARLAND 2 0,GARLAND  ,46805
bus5182,746,1,3.82,1.08,0,0,5,1.003,-56.018,161,13,1.1,0.9,37.92,1.78,0,0,GATESVILLE 2 0,GATESVILLE  ,3792
bus5183,747,1,139.09,39.41,0,0,5,0.99857,-71.803,161,16,1.1,0.9,287.92,31.88,0,0,CARROLLTON 3 0,CARROLLTON  ,28792
bus5184,748,1,80.23,22.73,0,0,5,0.98172,-70.318,161,17,1.1,0.9,2286.7,635.98,0,0,FORT WORTH 26 0,FORT WORTH  ,228670
bus5185,749,1,25.72,7.29,0,0,5,0.99804,-65.727,161,17,1.1,0.9,306.88,-230.62,0,0,RHOME 0,RHOME ,30688
bus5186,750,1,24.98,7.08,0,0,5,0.99114,-66.827,161,17,1.1,0.9,443.42,-6.78,0,0,VENUS 0,VENUS ,44342
bus5187,751,1,15.41,4.37,0,0,5,0.99641,-50.286,161,12,1.1,0.9,-33.21,20.01,0,0,OLNEY 2 0,OLNEY  ,100
bus5188,752,1,64.82,18.37,0,0,5,0.98756,-70.434,161,16,1.1,0.9,271.69,35.95,0,0,CARROLLTON 1 0,CARROLLTON  ,27169
bus5189,753,1,78.84,22.34,0,0,5,0.99601,-70.493,161,16,1.1,0.9,634.3,9.14,0,0,DALLAS 20 0,DALLAS  ,63430
bus5190,754,1,3.38,0.96,0,0,5,1.0007,-58.161,161,12,1.1,0.9,67.64,4.26,0,0,GORDON 0,GORDON ,6764
bus5191,755,1,7.58,2.15,0,60,5,1.0144,-57.061,161,18,1.1,0.9,47.84,3.94,0,0,MERIDIAN 0,MERIDIAN ,4784
bus5192,756,1,0,0,0,0,5,1.0167,-51.475,500,13,1.1,0.9,33.98,0.72,0,0,KILLEEN 4 0,KILLEEN  ,3398
bus5193,757,1,134.77,38.19,0,0,5,1.0125,-52.783,161,13,1.1,0.9,32.25,0.38,0,0,KILLEEN 4 1,KILLEEN  ,3225
bus5194,758,1,59.01,16.72,0,0,5,0.9943,-69.064,161,17,1.1,0.9,284.06,37.64,0,0,DUNCANVILLE 1 0,DUNCANVILLE  ,28406
bus5195,759,1,55.26,15.66,0,0,5,1.0033,-68.252,161,17,1.1,0.9,352.45,-1.8,0,0,ARGYLE 0,ARGYLE ,35245
bus5196,760,1,0,0,0,0,5,1.0024,-52.019,500,12,1.1,0.9,22.48,-2.06,0,0,BRYSON 1 0,BRYSON  ,2248
bus5197,761,1,0,0,0,0,5,1.0007,-53.75,161,12,1.1,0.9,13.56,-10.8,0,0,BRYSON 1 1,BRYSON  ,1356
bus5198,762,2,0,0,0,0,5,1.0001,-51.299,18,12,1.1,0.9,22.52,1.53,0,0,BRYSON 1 2,BRYSON  ,2252
bus5199,763,1,24.33,6.89,0,0,5,0.99192,-68.404,161,17,1.1,0.9,203.57,0.08,0,0,FORT WORTH 12 0,FORT WORTH  ,20357
bus5200,764,1,66.35,18.8,0,0,5,0.9841,-56.169,161,12,1.1,0.9,50.16,3.94,0,0,MINERAL WELLS 0,MINERAL WELLS ,5016
bus5201,765,1,4.81,1.36,0,0,5,1.003,-55.456,161,14,1.1,0.9,52.66,7.29,0,0,COOLIDGE 0,COOLIDGE ,5266
bus5202,766,1,8.64,2.45,0,0,5,0.99722,-63.641,161,14,1.1,0.9,79.27,7.94,0,0,RICE 0,RICE ,7927
bus5203,767,1,147.01,41.65,0,0,5,0.98827,-71.06,161,16,1.1,0.9,300.79,36.78,0,0,DALLAS 35 0,DALLAS  ,30079
bus5204,768,1,0,0,0,0,5,1.0032,-55.202,500,12,1.1,0.9,17.63,0.16,0,0,POOLVILLE 0,POOLVILLE ,1763
bus5205,769,1,0,0,0,0,5,1.0021,-56.941,161,12,1.1,0.9,-173.82,-38.44,0,0,POOLVILLE 1,POOLVILLE ,100
bus5206,770,2,0,0,0,0,5,1.01,-52.885,13.8,12,1.1,0.9,17.61,0,0,0,POOLVILLE 2,POOLVILLE ,1761
bus5207,771,2,0,0,0,0,5,1.01,-54.122,13.8,12,1.1,0.9,17.62,0,0,0,POOLVILLE 3,POOLVILLE ,1762
bus5208,772,2,0,0,0,0,5,1.01,-53.842,13.8,12,1.1,0.9,17.62,0,0,0,POOLVILLE 4,POOLVILLE ,1762
bus5209,773,1,3.59,1.02,0,0,5,1.0047,-56.82,161,18,1.1,0.9,46.44,4.99,0,0,WALNUT SPRINGS 0,WALNUT SPRINGS ,4644
bus5210,774,1,39.64,11.23,0,0,5,0.99533,-68.785,161,17,1.1,0.9,217.3,23.93,0,0,BEDFORD 2 0,BEDFORD  ,21730
bus5211,775,1,6.91,1.96,0,0,5,0.99546,-58.166,161,14,1.1,0.9,68.63,11.3,0,0,HUBBARD 0,HUBBARD ,6863
bus5212,776,1,33.89,9.6,0,0,5,0.98346,-67.817,161,14,1.1,0.9,333.93,39.81,0,0,FERRIS 0,FERRIS ,33393
bus5213,777,1,92.1,26.09,0,0,5,0.9887,-70.547,161,16,1.1,0.9,675.38,14.44,0,0,GARLAND 4 0,GARLAND  ,67538
bus5214,778,1,102.1,28.93,0,0,5,0.99088,-70.125,161,16,1.1,0.9,457.27,35.2,0,0,DALLAS 32 0,DALLAS  ,45727
bus5215,779,1,19.98,5.66,0,0,5,0.9918,-68.227,161,16,1.1,0.9,302.13,12.84,0,0,PILOT POINT 0,PILOT POINT ,30213
bus5216,780,1,66.58,18.86,0,0,5,0.99018,-68.838,161,17,1.1,0.9,219.26,11.69,0,0,FORT WORTH 6 0,FORT WORTH  ,21926
bus5217,781,1,100.33,28.43,0,438.77,5,1.0111,-69.269,161,17,1.1,0.9,203.56,16.1,0,0,NORTH RICHLAND HILLS 2 0,NORTH RICHLAND HILLS  ,20356
bus5218,782,1,39.29,11.13,0,0,5,0.99442,-67.018,161,17,1.1,0.9,883.09,-127.16,0,0,JUSTIN 0,JUSTIN ,88309
bus5219,783,1,13.35,3.78,0,30.53,5,0.99926,-68.473,161,14,1.1,0.9,203.82,27.02,0,0,SCURRY 0,SCURRY ,20382
bus5220,784,1,40.49,11.47,0,0,5,1.001,-67.623,161,17,1.1,0.9,498.53,-24.75,0,0,SANGER 0,SANGER ,49853
bus5221,785,1,91.29,25.87,0,0,5,1.0013,-55.871,161,13,1.1,0.9,37.39,0.71,0,0,KILLEEN 1 0,KILLEEN  ,3739
bus5222,786,1,33.14,9.39,0,0,5,0.9873,-66.648,161,14,1.1,0.9,157.91,18.54,0,0,MABANK 1 0,MABANK  ,15791
bus5223,787,1,34.79,9.86,0,0,5,0.99012,-58.49,161,14,1.1,0.9,68.04,11.81,0,0,MEXIA 0,MEXIA ,6804
bus5224,788,1,154.87,43.88,0,0,5,0.99481,-71.101,161,16,1.1,0.9,267.48,31.82,0,0,CARROLLTON 2 0,CARROLLTON  ,26748
bus5225,789,1,13.06,3.7,0,0,5,1.0093,-68.379,161,16,1.1,0.9,246.34,37.92,0,0,NEVADA 0,NEVADA ,24634
bus5226,790,1,5.49,1.56,0,0,5,1.0208,-51.425,161,15,1.1,0.9,33.38,-0.31,0,0,ZEPHYR 0,ZEPHYR ,3338
bus5227,791,1,70.88,20.08,0,0,5,0.99473,-71.23,161,16,1.1,0.9,422.55,26.07,0,0,TERRELL 2 0,TERRELL  ,42255
bus5228,792,1,81.2,23.01,0,0,5,0.99604,-68.251,161,16,1.1,0.9,253.66,36.58,0,0,DALLAS 14 0,DALLAS  ,25366
bus5229,793,1,43.94,12.45,0,0,5,0.9943,-69.71,161,16,1.1,0.9,776.65,6.28,0,0,DALLAS 13 0,DALLAS  ,77665
bus5230,794,1,66.37,18.81,0,0,5,0.99545,-70.738,161,16,1.1,0.9,541.04,14.59,0,0,DALLAS 28 0,DALLAS  ,54104
bus5231,795,1,14.93,4.23,0,0,5,1.0094,-54.691,161,18,1.1,0.9,37.94,1.05,0,0,HAMILTON 0,HAMILTON ,3794
bus5232,796,1,49.97,14.16,0,0,5,0.99494,-70.03,161,17,1.1,0.9,235.13,22.25,0,0,ARLINGTON 7 0,ARLINGTON  ,23513
bus5233,797,1,98.77,27.99,0,0,5,0.99929,-69.537,161,17,1.1,0.9,237.38,25.82,0,0,EULESS 1 0,EULESS  ,23738
bus5234,798,1,142.66,40.42,0,0,5,0.99084,-68.266,161,16,1.1,0.9,204.02,31.99,0,0,FRISCO 1 0,FRISCO  ,20402
bus5235,799,1,20.37,5.77,0,0,5,1.0122,-54.218,161,13,1.1,0.9,47.65,2.58,0,0,SALADO 0,SALADO ,4765
bus5236,800,1,0,0,0,0,5,1.0044,-45.722,500,12,1.1,0.9,32.46,-1.99,0,0,OLNEY 1 0,OLNEY  ,3246
bus5237,801,1,0,0,0,0,5,0.99811,-43.36,161,12,1.1,0.9,43.78,-3.6,0,0,OLNEY 1 1,OLNEY  ,4378
bus5238,802,2,0,0,0,0,5,1.0013,-44.781,18,12,1.1,0.9,32.51,2.18,0,0,OLNEY 1 2,OLNEY  ,3251
bus5239,803,1,0,0,0,0,5,1.0276,-48.649,500,18,1.1,0.9,29.4,-3.14,0,0,GOLDTHWAITE 1 0,GOLDTHWAITE  ,2940
bus5240,804,1,0,0,0,0,5,1.0268,-50.46,161,18,1.1,0.9,33.91,-1.18,0,0,GOLDTHWAITE 1 1,GOLDTHWAITE  ,3391
bus5241,805,1,0,0,0,0,5,1.0276,-51.98,115,18,1.1,0.9,39.79,0.46,0,0,GOLDTHWAITE 1 2,GOLDTHWAITE  ,3979
bus5242,806,1,0,0,0,0,5,1.0276,-51.98,115,18,1.1,0.9,39.79,0.46,0,0,GOLDTHWAITE 1 3,GOLDTHWAITE  ,3979
bus5243,807,2,0,0,0,0,5,1.0221,-47.048,13.8,18,1.1,0.9,29.56,-3.18,0,0,GOLDTHWAITE 1 4,GOLDTHWAITE  ,2956
bus5244,808,1,65.13,18.45,0,0,5,0.99024,-68.018,161,17,1.1,0.9,187.51,15.11,0,0,FORT WORTH 22 0,FORT WORTH  ,18751
bus5245,809,1,138.96,39.37,0,0,5,0.99862,-70.826,161,17,1.1,0.9,274.38,15.51,0,0,GRAPEVINE 0,GRAPEVINE ,27438
bus5246,810,1,21.21,6.01,0,0,5,1.0071,-55.941,161,18,1.1,0.9,33.66,2.19,0,0,GLEN ROSE 2 0,GLEN ROSE  ,3366
bus5247,811,1,3.26,0.92,0,0,5,1.0025,-57.684,161,18,1.1,0.9,59.94,7.45,0,0,KOPPERL 0,KOPPERL ,5994
bus5248,812,1,101.02,28.62,0,0,5,0.99378,-68.95,161,17,1.1,0.9,207.24,22.33,0,0,BEDFORD 1 0,BEDFORD  ,20724
bus5249,813,1,114.68,32.49,0,0,5,0.99175,-64.842,161,17,1.1,0.9,144.27,-2.57,0,0,FORT WORTH 29 0,FORT WORTH  ,14427
bus5250,814,1,165.09,46.77,0,0,5,0.99881,-68.396,161,16,1.1,0.9,1055.2,8.85,0,0,DALLAS 5 0,DALLAS  ,105520
bus5251,815,1,123.12,34.88,0,0,5,0.99406,-69.71,161,17,1.1,0.9,262.46,32.44,0,0,GRAND PRAIRIE 2 0,GRAND PRAIRIE  ,26246
bus5252,816,1,80.8,22.89,0,0,5,0.99095,-71.188,161,16,1.1,0.9,394.95,37.66,0,0,DALLAS 22 0,DALLAS  ,39495
bus5253,817,1,126.68,35.89,0,0,5,0.98874,-69.127,161,17,1.1,0.9,295.83,22.87,0,0,FLOWER MOUND 1 0,FLOWER MOUND  ,29583
bus5254,818,1,82.94,23.5,0,0,5,0.99569,-68.439,161,17,1.1,0.9,209.86,8.94,0,0,ROANOKE 0,ROANOKE ,20986
bus5255,819,1,9.43,2.67,0,0,5,0.98889,-56.929,161,12,1.1,0.9,55.91,4.2,0,0,MILLSAP 0,MILLSAP ,5591
bus5256,820,1,1.3,0.37,0,0,5,0.99003,-65.038,161,14,1.1,0.9,220.69,29.62,0,0,FORRESTON 0,FORRESTON ,22069
bus5257,821,1,9.9,2.8,0,0,5,0.98994,-64.388,161,14,1.1,0.9,211.23,27.86,0,0,ITALY 0,ITALY ,21123
bus5258,822,1,100.19,28.39,0,0,5,0.98787,-70.007,161,16,1.1,0.9,349.29,50.59,0,0,FORNEY 0,FORNEY ,34929
bus5259,823,1,9.21,2.61,0,0,5,1.0008,-68.892,161,16,1.1,0.9,268.15,40.49,0,0,LAVON 0,LAVON ,26815
bus5260,824,1,0,0,0,0,5,1.0081,-53.846,500,18,1.1,0.9,7.87,-8.19,0,0,GLEN ROSE 1 0,GLEN ROSE  ,787
