,GEN_BUS,PG,QG,QMAX,QMIN,VG,MBASE,GEN_STATUS,PMAX,PMIN,PC1,PC2,QC1MIN,QC1MAX,QC2MIN,QC2MAX,RAMP_AGC,RAMP_10,RAMP_30,RAMP_Q,APF,MU_PMAX,MU_PMIN,MU_QMAX,MU_QMIN,COST_0,COST_1,COST_2,COST_3,COST_4,COST_5,COST_6,COST_7,COST_8,COST_9,COST_10,COST_11,FUEL_TYPE,GEN_TYPE,MINIMUM_UP_TIME,MINIMUM_DOWN_TIME,STARTUP_RAMP,SHUTDOWN_RAMP,RESERVE_PRICE,REGULATION_PRICE,VOM,STARTUP,SHUTDOWN,RAMP_COST
ng468,bus7373,106.97,54.6,54.6,-11.91,1.04,128.72,1,107.27,32.18,0,0,0,0,0,0,0,107.27,0,0,107.27,0,0,0,0,32.18,643.6,107.27,1920.07433,0,0,0,0,0,0,0,0,ng,Thermal,3,2,42.908,42.908,2,1.5,1.91,5,2,1.677584873
ng469,bus7374,106.97,41.49,54.6,-11.91,1.04,128.72,1,107.27,32.18,0,0,0,0,0,0,0,107.27,0,0,107.27,0,0,0,0,32.18,643.6,107.27,1920.07433,0,0,0,0,0,0,0,0,ng,Thermal,3,2,42.908,42.908,2,1.5,1.91,5,2,1.677584873
ng470,bus7375,183.15,40.55,93.48,-20.39,1.04,220.39,1,183.66,55.1,0,0,0,0,0,0,0,183.66,0,0,183.66,0,0,0,0,55.1,1102,183.66,2903.13832,0,0,0,0,0,0,0,0,ng,Thermal,3,2,73.464,73.464,2,1.5,1.91,5,2,1.390196295
ng471,bus7376,183.15,44.01,93.48,-20.39,1.04,220.39,1,183.66,55.1,0,0,0,0,0,0,0,183.66,0,0,183.66,0,0,0,0,55.1,1102,183.66,2903.13832,0,0,0,0,0,0,0,0,ng,Thermal,3,2,73.464,73.464,2,1.5,1.91,5,2,1.390196295
ng472,bus7377,183.15,56.14,93.48,-20.39,1.04,220.39,1,183.66,55.1,0,0,0,0,0,0,0,183.66,0,0,183.66,0,0,0,0,55.1,1102,183.66,2903.13832,0,0,0,0,0,0,0,0,ng,Thermal,3,2,73.464,73.464,2,1.5,1.91,5,2,1.390196295
ng473,bus7378,183.15,45.67,93.48,-20.39,1.04,220.39,1,183.66,55.1,0,0,0,0,0,0,0,183.66,0,0,183.66,0,0,0,0,55.1,1102,183.66,2903.13832,0,0,0,0,0,0,0,0,ng,Thermal,3,2,73.464,73.464,2,1.5,1.91,5,2,1.390196295
ng474,bus7379,183.15,49.27,93.48,-20.39,1.04,220.39,1,183.66,55.1,0,0,0,0,0,0,0,183.66,0,0,183.66,0,0,0,0,55.1,1102,183.66,2903.13832,0,0,0,0,0,0,0,0,ng,Thermal,3,2,73.464,73.464,2,1.5,1.91,5,2,1.390196295
ng475,bus7389,541.28,276.29,276.29,-60.25,1.04,651.36,1,542.8,162.84,0,0,0,0,0,0,0,542.8,0,0,542.8,0,0,0,0,162.84,3256.8,542.8,9518.06612,0,0,0,0,0,0,0,0,ng,Thermal,3,2,217.12,217.12,2,1.5,1.91,5,2,1.643549486
ng476,bus7400,71.8,-7.99,36.65,-7.99,1,86.4,1,72,21.6,0,0,0,0,0,0,0,72,0,0,72,0,0,0,0,21.6,432,72,1478.2128,0,0,0,0,0,0,0,0,ng,Thermal,3,2,28.8,28.8,2,1.5,1.91,5,2,2.035433463
ng477,bus7400,71.8,-7.99,36.65,-7.99,1,86.4,1,72,21.6,0,0,0,0,0,0,0,72,0,0,72,0,0,0,0,21.6,432,72,1478.2128,0,0,0,0,0,0,0,0,ng,Thermal,3,2,28.8,28.8,2,1.5,1.91,5,2,2.035433463
ng478,bus7400,71.8,-7.99,36.65,-7.99,1,86.4,1,72,21.6,0,0,0,0,0,0,0,72,0,0,72,0,0,0,0,21.6,432,72,1478.2128,0,0,0,0,0,0,0,0,ng,Thermal,3,2,28.8,28.8,2,1.5,1.91,5,2,2.035433463
ng479,bus7400,71.8,-7.99,36.65,-7.99,1,86.4,1,72,21.6,0,0,0,0,0,0,0,72,0,0,72,0,0,0,0,21.6,432,72,1478.2128,0,0,0,0,0,0,0,0,ng,Thermal,3,2,28.8,28.8,2,1.5,1.91,5,2,2.035433463
ng480,bus7400,143.6,-15.98,73.3,-15.98,1,172.8,1,144,43.2,0,0,0,0,0,0,0,144,0,0,144,0,0,0,0,43.2,864,144,2388.2784,0,0,0,0,0,0,0,0,ng,Thermal,3,2,57.6,57.6,2,1.5,1.91,5,2,1.497326523
ng481,bus7400,445.15,-49.55,227.22,-49.55,1,535.68,1,446.4,133.92,0,0,0,0,0,0,0,446.4,0,0,446.4,0,0,0,0,133.92,2678.4,446.4,6644.51152,0,0,0,0,0,0,0,0,ng,Thermal,3,2,178.56,178.56,2,1.5,1.91,5,2,1.265188057
ng482,bus7406,62.92,32.12,32.12,-7,1.04,75.72,1,63.1,18.93,0,0,0,0,0,0,0,63.1,0,0,63.1,0,0,0,0,18.93,378.6,63.1,1437.63357,0,0,0,0,0,0,0,0,ng,Thermal,3,2,25.24,25.24,2,1.5,1.91,5,2,2.344550742
ng483,bus7406,309.13,157.79,157.79,-34.41,1.04,372,1,310,93,0,0,0,0,0,0,0,310,0,0,310,0,0,0,0,93,1860,310,4974.472,0,0,0,0,0,0,0,0,ng,Thermal,3,2,124,124,2,1.5,1.91,5,2,1.428656881
ng484,bus7414,102.11,52.12,52.12,-11.37,1.03,122.88,1,102.4,30.72,0,0,0,0,0,0,0,102.4,0,0,102.4,0,0,0,0,30.72,614.4,102.4,1972.94848,0,0,0,0,0,0,0,0,ng,Thermal,3,2,40.96,40.96,2,1.5,1.91,5,2,1.869219152
ng485,bus7419,87.95,12.12,44.89,-9.79,1,105.84,1,88.2,26.46,0,0,0,0,0,0,0,88.2,0,0,88.2,0,0,0,0,26.46,529.2,88.2,1680.19422,0,0,0,0,0,0,0,0,ng,Thermal,3,2,35.28,35.28,2,1.5,1.91,5,2,1.834546095
ng486,bus7419,87.95,12.12,44.89,-9.79,1,105.84,1,88.2,26.46,0,0,0,0,0,0,0,88.2,0,0,88.2,0,0,0,0,26.46,529.2,88.2,1680.19422,0,0,0,0,0,0,0,0,ng,Thermal,3,2,35.28,35.28,2,1.5,1.91,5,2,1.834546095
ng487,bus7422,2.07,3.46,3.46,-0.75,1.04,8.16,1,6.8,2.04,0,0,0,0,0,0,0,6.8,0,0,6.8,0,0,0,0,2.04,40.8,6.8,681.58096,0,0,0,0,0,0,0,0,ng,Thermal,3,2,2.72,2.72,2,1.5,1.91,5,2,11.12466944
ng488,bus7422,52.33,50.12,87.65,-19.11,1.04,206.64,1,172.2,51.66,0,0,0,0,0,0,0,172.2,0,0,172.2,0,0,0,0,51.66,1033.2,172.2,2753.30934,0,0,0,0,0,0,0,0,ng,Thermal,3,2,68.88,68.88,2,1.5,1.91,5,2,1.415261922
ng489,bus7422,52.33,50.12,87.65,-19.11,1.04,206.64,1,172.2,51.66,0,0,0,0,0,0,0,172.2,0,0,172.2,0,0,0,0,51.66,1033.2,172.2,2753.30934,0,0,0,0,0,0,0,0,ng,Thermal,3,2,68.88,68.88,2,1.5,1.91,5,2,1.415261922
ng490,bus7422,34.19,50.12,57.26,-12.49,1.04,135,1,112.5,33.75,0,0,0,0,0,0,0,112.5,0,0,112.5,0,0,0,0,33.75,675,112.5,1986.14625,0,0,0,0,0,0,0,0,ng,Thermal,3,2,45,45,2,1.5,1.91,5,2,1.644070533
ng491,bus7422,34.19,50.12,57.26,-12.49,1.04,135,1,112.5,33.75,0,0,0,0,0,0,0,112.5,0,0,112.5,0,0,0,0,33.75,675,112.5,1986.14625,0,0,0,0,0,0,0,0,ng,Thermal,3,2,45,45,2,1.5,1.91,5,2,1.644070533
ng492,bus7422,34.19,50.12,57.26,-12.49,1.04,135,1,112.5,33.75,0,0,0,0,0,0,0,112.5,0,0,112.5,0,0,0,0,33.75,675,112.5,1986.14625,0,0,0,0,0,0,0,0,ng,Thermal,3,2,45,45,2,1.5,1.91,5,2,1.644070533
ng493,bus7422,34.19,50.12,57.26,-12.49,1.04,135,1,112.5,33.75,0,0,0,0,0,0,0,112.5,0,0,112.5,0,0,0,0,33.75,675,112.5,1986.14625,0,0,0,0,0,0,0,0,ng,Thermal,3,2,45,45,2,1.5,1.91,5,2,1.644070533
ng494,bus7422,58.07,50.12,97.27,-21.21,1.04,229.32,1,191.1,57.33,0,0,0,0,0,0,0,191.1,0,0,191.1,0,0,0,0,57.33,1146.6,191.1,3000.75108,0,0,0,0,0,0,0,0,ng,Thermal,3,2,76.44,76.44,2,1.5,1.91,5,2,1.375789182
ng495,bus7422,52.33,50.12,87.65,-19.11,1.04,206.64,1,172.2,51.66,0,0,0,0,0,0,0,172.2,0,0,172.2,0,0,0,0,51.66,1033.2,172.2,2753.30934,0,0,0,0,0,0,0,0,ng,Thermal,3,2,68.88,68.88,2,1.5,1.91,5,2,1.415261922
ng496,bus7422,52.33,50.12,87.65,-19.11,1.04,206.64,1,172.2,51.66,0,0,0,0,0,0,0,172.2,0,0,172.2,0,0,0,0,51.66,1033.2,172.2,2753.30934,0,0,0,0,0,0,0,0,ng,Thermal,3,2,68.88,68.88,2,1.5,1.91,5,2,1.415261922
ng497,bus7422,52.33,50.12,87.65,-19.11,1.04,206.64,1,172.2,51.66,0,0,0,0,0,0,0,172.2,0,0,172.2,0,0,0,0,51.66,1033.2,172.2,2753.30934,0,0,0,0,0,0,0,0,ng,Thermal,3,2,68.88,68.88,2,1.5,1.91,5,2,1.415261922
ng498,bus7428,30.55,27.28,51.16,-11.16,1.04,120.62,1,100.52,30.16,0,0,0,0,0,0,0,100.52,0,0,100.52,0,0,0,0,30.16,603.2,100.52,1834.81652,0,0,0,0,0,0,0,0,ng,Thermal,3,2,40.208,40.208,2,1.5,1.91,5,2,1.725920011
ng499,bus7428,39.5,27.28,66.17,-14.43,1.04,156,1,130,39,0,0,0,0,0,0,0,130,0,0,130,0,0,0,0,39,780,130,2208.776,0,0,0,0,0,0,0,0,ng,Thermal,3,2,52,52,2,1.5,1.91,5,2,1.553017391
ng500,bus7428,39.5,27.28,66.17,-14.43,1.04,156,1,130,39,0,0,0,0,0,0,0,130,0,0,130,0,0,0,0,39,780,130,2208.776,0,0,0,0,0,0,0,0,ng,Thermal,3,2,52,52,2,1.5,1.91,5,2,1.553017391
ng501,bus7428,30.55,27.28,51.16,-11.16,1.04,120.62,1,100.52,30.16,0,0,0,0,0,0,0,100.52,0,0,100.52,0,0,0,0,30.16,603.2,100.52,1834.81652,0,0,0,0,0,0,0,0,ng,Thermal,3,2,40.208,40.208,2,1.5,1.91,5,2,1.725920011
ng502,bus7428,30.55,27.28,51.16,-11.16,1.04,120.62,1,100.52,30.16,0,0,0,0,0,0,0,100.52,0,0,100.52,0,0,0,0,30.16,603.2,100.52,1834.81652,0,0,0,0,0,0,0,0,ng,Thermal,3,2,40.208,40.208,2,1.5,1.91,5,2,1.725920011
ng503,bus7428,30.55,27.28,51.16,-11.16,1.04,120.62,1,100.52,30.16,0,0,0,0,0,0,0,100.52,0,0,100.52,0,0,0,0,30.16,603.2,100.52,1834.81652,0,0,0,0,0,0,0,0,ng,Thermal,3,2,40.208,40.208,2,1.5,1.91,5,2,1.725920011
ng504,bus7428,30.55,27.28,51.16,-11.16,1.04,120.62,1,100.52,30.16,0,0,0,0,0,0,0,100.52,0,0,100.52,0,0,0,0,30.16,603.2,100.52,1834.81652,0,0,0,0,0,0,0,0,ng,Thermal,3,2,40.208,40.208,2,1.5,1.91,5,2,1.725920011
ng505,bus7428,30.55,27.28,51.16,-11.16,1.04,120.62,1,100.52,30.16,0,0,0,0,0,0,0,100.52,0,0,100.52,0,0,0,0,30.16,603.2,100.52,1834.81652,0,0,0,0,0,0,0,0,ng,Thermal,3,2,40.208,40.208,2,1.5,1.91,5,2,1.725920011
ng506,bus7428,22.79,27.28,38.17,-8.33,1.04,90,1,75,22.5,0,0,0,0,0,0,0,75,0,0,75,0,0,0,0,22.5,450,75,1515.4875,0,0,0,0,0,0,0,0,ng,Thermal,3,2,30,30,2,1.5,1.91,5,2,1.991565421
ng507,bus7428,0,0,41.23,-8.99,1.04,97.2,1,81,24.3,0,0,0,0,0,0,0,81,0,0,81,0,0,0,0,24.3,486,81,1590.2007,0,0,0,0,0,0,0,0,ng,Thermal,3,2,32.4,32.4,2,1.5,1.91,5,2,1.913692721
ng508,bus7428,3.56,5.96,5.96,-1.3,1.04,14.04,1,11.7,3.51,0,0,0,0,0,0,0,11.7,0,0,11.7,0,0,0,0,3.51,70.2,11.7,740.53923,0,0,0,0,0,0,0,0,ng,Thermal,3,2,4.68,4.68,2,1.5,1.91,5,2,7.294224483
solar509,bus8024,33,0,0,0,1.04,52.8,1,33,33,0,0,0,0,0,0,0,33,0,0,44,0,0,0,0,33,0,33,0,0,0,0,0,0,0,0,0,solar,Renewable,3,2,33,33,2,1.5,1.91,5,2,0
ng510,bus8033,0,0,119.58,-26.08,1.04,281.91,1,234.93,70.48,0,0,0,0,0,0,0,234.93,0,0,234.93,0,0,0,0,70.48,1409.6,234.93,4146.3479,0,0,0,0,0,0,0,0,ng,Thermal,3,2,93.972,93.972,2,1.5,1.91,5,2,1.654123844
ng511,bus8034,0,0,119.58,-26.08,1.04,281.91,1,234.93,70.48,0,0,0,0,0,0,0,234.93,0,0,234.93,0,0,0,0,70.48,1409.6,234.93,4146.3479,0,0,0,0,0,0,0,0,ng,Thermal,3,2,93.972,93.972,2,1.5,1.91,5,2,1.654123844
ng512,bus8035,0,0,119.58,-26.08,1.04,281.91,1,234.93,70.48,0,0,0,0,0,0,0,234.93,0,0,234.93,0,0,0,0,70.48,1409.6,234.93,4146.3479,0,0,0,0,0,0,0,0,ng,Thermal,3,2,93.972,93.972,2,1.5,1.91,5,2,1.654123844
ng513,bus8036,0,0,119.58,-26.08,1.04,281.91,1,234.93,70.48,0,0,0,0,0,0,0,234.93,0,0,234.93,0,0,0,0,70.48,1409.6,234.93,4146.3479,0,0,0,0,0,0,0,0,ng,Thermal,3,2,93.972,93.972,2,1.5,1.91,5,2,1.654123844
ng514,bus8046,172.19,-19.17,87.89,-19.17,1.01,207.2,1,172.67,51.8,0,0,0,0,0,0,0,172.67,0,0,172.67,0,0,0,0,51.8,1036,172.67,3166.4183,0,0,0,0,0,0,0,0,ng,Thermal,3,2,69.068,69.068,2,1.5,1.91,5,2,1.748107245
ng515,bus8047,0,0,87.89,-19.17,1.01,207.2,1,172.67,51.8,0,0,0,0,0,0,0,172.67,0,0,172.67,0,0,0,0,51.8,1036,172.67,3166.4183,0,0,0,0,0,0,0,0,ng,Thermal,3,2,69.068,69.068,2,1.5,1.91,5,2,1.748107245
ng516,bus8048,172.19,87.89,87.89,-19.17,1.04,207.2,1,172.67,51.8,0,0,0,0,0,0,0,172.67,0,0,172.67,0,0,0,0,51.8,1036,172.67,3166.4183,0,0,0,0,0,0,0,0,ng,Thermal,3,2,69.068,69.068,2,1.5,1.91,5,2,1.748107245
ng517,bus8049,172.19,-19.17,87.89,-19.17,1.01,207.2,1,172.67,51.8,0,0,0,0,0,0,0,172.67,0,0,172.67,0,0,0,0,51.8,1036,172.67,3166.4183,0,0,0,0,0,0,0,0,ng,Thermal,3,2,69.068,69.068,2,1.5,1.91,5,2,1.748107245
ng518,bus8050,0,0,87.89,-19.17,1.01,207.2,1,172.67,51.8,0,0,0,0,0,0,0,172.67,0,0,172.67,0,0,0,0,51.8,1036,172.67,3166.4183,0,0,0,0,0,0,0,0,ng,Thermal,3,2,69.068,69.068,2,1.5,1.91,5,2,1.748107245
ng519,bus8051,0,0,87.89,-19.17,1.01,207.2,1,172.67,51.8,0,0,0,0,0,0,0,172.67,0,0,172.67,0,0,0,0,51.8,1036,172.67,3166.4183,0,0,0,0,0,0,0,0,ng,Thermal,3,2,69.068,69.068,2,1.5,1.91,5,2,1.748107245
coal520,bus8060,0,0,276.52,-72.39,1,712.08,1,593.4,178.02,0,0,0,0,0,0,0,593.4,0,0,593.4,0,0,0,0,178.02,3560.4,593.4,9090.55998,0,0,0,0,0,0,0,0,coal,Thermal,3,2,237.36,237.36,2,1.5,1.91,5,2,1.328152164
coal521,bus8061,0,0,276.52,-72.39,1,712.08,1,593.4,178.02,0,0,0,0,0,0,0,593.4,0,0,593.4,0,0,0,0,178.02,3560.4,593.4,9090.55998,0,0,0,0,0,0,0,0,coal,Thermal,3,2,237.36,237.36,2,1.5,1.91,5,2,1.328152164
coal522,bus8070,0,0,431,-112.84,1,1109.9,1,924.9,277.47,0,0,0,0,0,0,0,924.9,0,0,924.9,0,0,0,0,277.47,5549.4,924.9,13589.36553,0,0,0,0,0,0,0,0,coal,Thermal,3,2,369.96,369.96,2,1.5,1.91,5,2,1.23991264
coal523,bus8071,922.32,-81.81,431,-112.84,1,1109.9,1,924.9,277.47,0,0,0,0,0,0,0,924.9,0,0,924.9,0,0,0,0,277.47,5549.4,924.9,13589.36553,0,0,0,0,0,0,0,0,coal,Thermal,3,2,369.96,369.96,2,1.5,1.91,5,2,1.23991264
ng524,bus8077,234.24,11.1,119.56,-26.07,1.03,281.88,1,234.9,70.47,0,0,0,0,0,0,0,234.9,0,0,234.9,0,0,0,0,70.47,1409.4,234.9,3616.44486,0,0,0,0,0,0,0,0,ng,Thermal,3,2,93.96,93.96,2,1.5,1.91,5,2,1.334126132
ng525,bus8078,234.24,9.48,119.56,-26.07,1.03,281.88,1,234.9,70.47,0,0,0,0,0,0,0,234.9,0,0,234.9,0,0,0,0,70.47,1409.4,234.9,3616.44486,0,0,0,0,0,0,0,0,ng,Thermal,3,2,93.96,93.96,2,1.5,1.91,5,2,1.334126132
ng526,bus8079,234.24,10.99,119.56,-26.07,1.03,281.88,1,234.9,70.47,0,0,0,0,0,0,0,234.9,0,0,234.9,0,0,0,0,70.47,1409.4,234.9,3616.44486,0,0,0,0,0,0,0,0,ng,Thermal,3,2,93.96,93.96,2,1.5,1.91,5,2,1.334126132
ng527,bus8080,234.24,10.4,119.56,-26.07,1.03,281.88,1,234.9,70.47,0,0,0,0,0,0,0,234.9,0,0,234.9,0,0,0,0,70.47,1409.4,234.9,3616.44486,0,0,0,0,0,0,0,0,ng,Thermal,3,2,93.96,93.96,2,1.5,1.91,5,2,1.334126132
coal528,bus8087,0,0,418.33,-109.52,1.04,1077.2,1,897.7,269.31,0,0,0,0,0,0,0,897.7,0,0,897.7,0,0,0,0,269.31,5386.2,897.7,13220.26969,0,0,0,0,0,0,0,0,coal,Thermal,3,2,359.08,359.08,2,1.5,1.91,5,2,1.244708319
coal529,bus8088,895.19,157.09,418.33,-109.52,1.04,1077.2,1,897.7,269.31,0,0,0,0,0,0,0,897.7,0,0,897.7,0,0,0,0,269.31,5386.2,897.7,13220.26969,0,0,0,0,0,0,0,0,coal,Thermal,3,2,359.08,359.08,2,1.5,1.91,5,2,1.244708319
solar530,bus8099,85.5,0,0,0,1.04,136.8,1,85.5,85.5,0,0,0,0,0,0,0,85.5,0,0,114,0,0,0,0,85.5,0,85.5,0,0,0,0,0,0,0,0,0,solar,Renewable,3,2,85.5,85.5,2,1.5,1.91,5,2,0
coal531,bus8115,0,0,4.66,-1.22,1.04,12,1,10,3,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,3,60,10,389.136,0,0,0,0,0,0,0,0,coal,Thermal,3,2,4,4,2,1.5,1.91,5,2,4.1142
coal532,bus8116,0,0,163.89,-42.91,1.04,422.04,1,351.7,105.51,0,0,0,0,0,0,0,351.7,0,0,351.7,0,0,0,0,105.51,2110.2,351.7,6590.09722,0,0,0,0,0,0,0,0,coal,Thermal,3,2,140.68,140.68,2,1.5,1.91,5,2,1.812329471
coal533,bus8117,227.51,90.76,163.89,-42.91,1.04,422.04,1,351.7,105.51,0,0,0,0,0,0,0,351.7,0,0,351.7,0,0,0,0,105.51,2110.2,351.7,6590.09722,0,0,0,0,0,0,0,0,coal,Thermal,3,2,140.68,140.68,2,1.5,1.91,5,2,1.812329471
coal534,bus8129,658.16,-38.52,307.56,-80.52,1.03,792,1,660,198,0,0,0,0,0,0,0,660,0,0,660,0,0,0,0,198,3960,660,9149.866,0,0,0,0,0,0,0,0,coal,Thermal,3,2,264,264,2,1.5,1.91,5,2,1.120921382
coal535,bus8130,658.16,-4.37,307.56,-80.52,1.03,792,1,660,198,0,0,0,0,0,0,0,660,0,0,660,0,0,0,0,198,3960,660,9149.866,0,0,0,0,0,0,0,0,coal,Thermal,3,2,264,264,2,1.5,1.91,5,2,1.120921382
coal536,bus8131,658.16,-27.45,307.56,-80.52,1.03,792,1,660,198,0,0,0,0,0,0,0,660,0,0,660,0,0,0,0,198,3960,660,9149.866,0,0,0,0,0,0,0,0,coal,Thermal,3,2,264,264,2,1.5,1.91,5,2,1.120921382
coal537,bus8147,0,0,1.86,-0.49,1.03,4.8,1,4,1.2,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,1.2,24,4,297.2564,0,0,0,0,0,0,0,0,coal,Thermal,3,2,1.6,1.6,2,1.5,1.91,5,2,7.190957895
coal538,bus8147,0,0,111.51,-29.19,1.03,287.16,1,239.3,71.79,0,0,0,0,0,0,0,239.3,0,0,239.3,0,0,0,0,71.79,1435.8,239.3,4612.04338,0,0,0,0,0,0,0,0,coal,Thermal,3,2,95.72,95.72,2,1.5,1.91,5,2,1.884899045
ng539,bus8152,0,0,11.2,-2.44,1,26.4,1,22,6.6,0,0,0,0,0,0,0,22,0,0,22,0,0,0,0,6.6,132,22,914.6198,0,0,0,0,0,0,0,0,ng,Thermal,3,2,8.8,8.8,2,1.5,1.91,5,2,4.772071951
coal540,bus8155,0,0,81.36,-21.3,1,209.52,1,174.6,52.38,0,0,0,0,0,0,0,174.6,0,0,174.6,0,0,0,0,52.38,1047.6,174.6,3084.52962,0,0,0,0,0,0,0,0,coal,Thermal,3,2,69.84,69.84,2,1.5,1.91,5,2,1.653083607
coal541,bus8155,174.11,-21.3,81.36,-21.3,1,209.52,1,174.6,52.38,0,0,0,0,0,0,0,174.6,0,0,174.6,0,0,0,0,52.38,1047.6,174.6,3084.52962,0,0,0,0,0,0,0,0,coal,Thermal,3,2,69.84,69.84,2,1.5,1.91,5,2,1.653083607
ng542,bus8158,0,0,53.44,-11.65,1,126,1,105,31.5,0,0,0,0,0,0,0,105,0,0,105,0,0,0,0,31.5,630,105,2134.155,0,0,0,0,0,0,0,0,ng,Thermal,3,2,42,42,2,1.5,1.91,5,2,2.019
ng543,bus8158,0,0,49.98,-10.9,1,117.84,1,98.2,29.46,0,0,0,0,0,0,0,98.2,0,0,98.2,0,0,0,0,29.46,589.2,98.2,2032.25682,0,0,0,0,0,0,0,0,ng,Thermal,3,2,39.28,39.28,2,1.5,1.91,5,2,2.069195325
